name,height,reach,dob,url
Ilya Kotau,--,--,--,http://ufcstats.com/fighter-details/a68d57ae177a5815
Carlston Harris,"6' 0""","76""","Jul 09, 1987",http://ufcstats.com/fighter-details/a53d30163304aa6e
Lorenz Larkin,"5' 11""","72""","Sep 03, 1986",http://ufcstats.com/fighter-details/9450848a71d53776
James Bochnovic,"6' 4""","81""","Feb 13, 1989",http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
Ryan Healy,"6' 1""",--,"Jul 20, 1983",http://ufcstats.com/fighter-details/f3eb664db7fb1df3
James Krause,"6' 2""","73""","Jun 04, 1986",http://ufcstats.com/fighter-details/8f6a18831a120817
Goran Reljic,"6' 3""","81""","Mar 20, 1984",http://ufcstats.com/fighter-details/132f860d02953f4c
Danylo Voievodkin,"6' 4""","78""","Jul 19, 2000",http://ufcstats.com/fighter-details/d73a7c36746fbc5b
Rolando Dy,"5' 8""","69""","Aug 11, 1990",http://ufcstats.com/fighter-details/55ed59d541f8b90c
Jason Medina,"5' 9""",--,--,http://ufcstats.com/fighter-details/f53fb9d9e57cc38e
Luke Flores,"6' 0""","73""","Mar 17, 1988",http://ufcstats.com/fighter-details/b5f44dcb863f595b
Caolan Loughran,"5' 6""","68""","May 18, 1996",http://ufcstats.com/fighter-details/42ac4020cba261ad
Dustin Poirier,"5' 9""","72""","Jan 19, 1989",http://ufcstats.com/fighter-details/029eaff01e6bb8f0
Nasrat Haqparast,"5' 10""","72""","Aug 22, 1995",http://ufcstats.com/fighter-details/b7b84ccd221be298
Adam Antolin,"5' 5""","63""","Feb 28, 1982",http://ufcstats.com/fighter-details/25b31165758402dd
Blood Diamond,"5' 11""","76""","Jul 10, 1988",http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
Anthony Ruiz,"6' 2""",--,"Nov 03, 1977",http://ufcstats.com/fighter-details/657c21cb133f1445
Antonio Carvalho,"5' 9""","70""","May 30, 1979",http://ufcstats.com/fighter-details/fef3d17e27e916e7
Cody Durden,"5' 7""","67""","Mar 29, 1991",http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
Steve Kennedy,"5' 11""",--,"Mar 07, 1983",http://ufcstats.com/fighter-details/185fb0200a4605e6
Jin Oh Kim,"5' 9""",--,"Dec 12, 1979",http://ufcstats.com/fighter-details/8d04923f2db59b7f
Vitor Costa,"6' 2""","75""","Sep 19, 2000",http://ufcstats.com/fighter-details/c41cbb5bf944ca54
AJ Fletcher,"5' 10""","67""","Feb 18, 1997",http://ufcstats.com/fighter-details/725b1abc9a39d873
Allen Crowder,"6' 3""","76""","Nov 08, 1989",http://ufcstats.com/fighter-details/a9d6e047ce48ab63
Eric Galvan,--,--,--,http://ufcstats.com/fighter-details/ad3fdba28a7540cf
Katsuya Inoue,"5' 9""",--,"Aug 10, 1979",http://ufcstats.com/fighter-details/b5882371e2a3900d
JJ Okanovich,"5' 11""","76""","Nov 04, 1990",http://ufcstats.com/fighter-details/aa40fe6038db56cb
Hilarie Rose,"5' 3""","63""","Nov 11, 1992",http://ufcstats.com/fighter-details/b9163ec845c3bfc8
Joe Pearson,"5' 10""",--,"Mar 28, 1978",http://ufcstats.com/fighter-details/122806b56775a53a
Tyler Toner,"5' 8""","70""","Mar 31, 1983",http://ufcstats.com/fighter-details/8e893f269d5696b2
Sokun Koh,"6' 1""",--,--,http://ufcstats.com/fighter-details/6d8ef8706781c49e
Natan Levy,"5' 9""","71""","Sep 30, 1991",http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
Charles Johnson,"5' 9""","70""","Jan 10, 1991",http://ufcstats.com/fighter-details/814e5233e2acf2ee
Trevor Smith,"6' 3""","75""","Jan 05, 1981",http://ufcstats.com/fighter-details/f797f0c57a83353e
Rulon Gardner,"6' 3""",--,"Aug 16, 1971",http://ufcstats.com/fighter-details/4f7e290e71d60f87
Corey Anderson,"6' 3""","79""","Sep 22, 1989",http://ufcstats.com/fighter-details/5e4eec08896c9423
Liliya Shakirova,"5' 4""","65""","Oct 24, 1991",http://ufcstats.com/fighter-details/f300763147320d12
Magomed Mustafaev,"5' 8""","71""","Aug 02, 1988",http://ufcstats.com/fighter-details/31d7446b184e3305
Alexandre Franca Nogueira,"5' 7""",--,"Jan 15, 1978",http://ufcstats.com/fighter-details/4c27ca8c8481f79a
Rashad Evans,"6' 0""","75""","Sep 25, 1979",http://ufcstats.com/fighter-details/ee779c43a8926d52
Antonio Banuelos,"5' 5""","63""","Sep 23, 1979",http://ufcstats.com/fighter-details/9ddfb3369a3b0394
Dion Staring,"6' 1""",--,"Jun 09, 1978",http://ufcstats.com/fighter-details/289a57039d742bfe
Anthony Johnson,"6' 2""","78""","Mar 06, 1984",http://ufcstats.com/fighter-details/365fee2da473b177
Danilo Suzart,"6' 0""",--,"Dec 04, 1991",http://ufcstats.com/fighter-details/3d99e5aa85d7576a
Paul Song,--,--,"Jan 20, 1987",http://ufcstats.com/fighter-details/9775eabcb1be1a00
Mackens Semerzier,"5' 9""","72""","Nov 03, 1980",http://ufcstats.com/fighter-details/51b1e2fd9872005b
Maxim Grishin,"6' 3""","78""","May 02, 1984",http://ufcstats.com/fighter-details/950d0ef5c17157c5
Scott Ventimiglia,"5' 11""",--,"Nov 17, 1972",http://ufcstats.com/fighter-details/6e62bb64f7cc5026
Paul Kelly,"5' 9""","70""","Sep 12, 1984",http://ufcstats.com/fighter-details/aac5ac38148f0528
Chris Camozzi,"6' 2""","75""","Nov 20, 1986",http://ufcstats.com/fighter-details/6c2030e0a143a94b
Chris Drumm,"5' 8""",--,--,http://ufcstats.com/fighter-details/5fd834edd92c9e50
Amador Ramirez,--,--,"Jun 14, 1990",http://ufcstats.com/fighter-details/ac31f869959860bc
Mikheil Sazhiniani,"6' 0""","71""","Oct 05, 1996",http://ufcstats.com/fighter-details/22a1f83edb865aee
Tony Fryklund,"6' 0""",--,"Mar 26, 1971",http://ufcstats.com/fighter-details/253de74457bd6374
Andreas Gustafsson,"6' 1""","73""","Feb 20, 1991",http://ufcstats.com/fighter-details/2caf993f53541fa1
Shelton Graves,"6' 2""","76""","Oct 23, 1985",http://ufcstats.com/fighter-details/642862d6d63605cd
Egan Inoue,"5' 9""",--,"Jul 04, 1965",http://ufcstats.com/fighter-details/37a6c95201592fea
Nikola Joksovic,--,--,"Sep 11, 1994",http://ufcstats.com/fighter-details/a6aa3157e1a1d104
Ricky Camp,"5' 7""",--,--,http://ufcstats.com/fighter-details/4a99978a0366bb29
Dustin Pague,"5' 9""","74""","Aug 05, 1987",http://ufcstats.com/fighter-details/55f80a8aeffcdb33
Nikolas Motta,"5' 9""","70""","Feb 08, 1993",http://ufcstats.com/fighter-details/37f560436d745c18
Kazuma Maruyama,"5' 11""","72""","Jul 19, 1992",http://ufcstats.com/fighter-details/aa1a873d05acc7eb
Chad Mendes,"5' 6""","66""","May 01, 1985",http://ufcstats.com/fighter-details/b5b684eac99ae0a3
Roman Salazar,"5' 7""",--,"Feb 21, 1988",http://ufcstats.com/fighter-details/72c4b253d2f5ebf2
Daniel Spohn,"6' 4""","79""","Oct 12, 1984",http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9
Lucio Linhares,"6' 2""",--,"Dec 08, 1973",http://ufcstats.com/fighter-details/a780d16cf7eed44d
Alvin Robinson,"5' 9""","68""","Jul 16, 1982",http://ufcstats.com/fighter-details/cbe79765d44bd172
Jose Torres,"5' 4""","65""","Aug 02, 1992",http://ufcstats.com/fighter-details/d2036f31c035e0d1
Terrence Mitchell,"5' 10""","74""","Dec 30, 1989",http://ufcstats.com/fighter-details/f3ca6908f78efebe
Rei Tsuruya,"5' 6""","68""","Jun 22, 2002",http://ufcstats.com/fighter-details/2f43a3e82661fa99
Darryl Cobb,"5' 9""",--,"Aug 04, 1980",http://ufcstats.com/fighter-details/dc6d8256ee3dfba5
Alex Reyes,"5' 11""","73""","Oct 02, 1986",http://ufcstats.com/fighter-details/dc07493a87dc0a6e
Rui Imura,"5' 10""","69""","Mar 24, 1999",http://ufcstats.com/fighter-details/bb56173e2275e622
Julija Stoliarenko,"5' 7""","66""","Apr 08, 1993",http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Felipe Colares,"5' 8""","69""","Mar 31, 1994",http://ufcstats.com/fighter-details/dbac0a413af64bbe
Jonathan Micallef,"6' 0""","77""","Mar 05, 1999",http://ufcstats.com/fighter-details/f782f953bfe7b5f2
Jeremia Siregar,"5' 2""","63""","Jul 27, 1991",http://ufcstats.com/fighter-details/a7ac3b1b0c4146db
Luana Pinheiro,"5' 2""","62""","Nov 18, 1992",http://ufcstats.com/fighter-details/a3a542074109b347
Isaac Dulgarian,"5' 7""","71""","Jul 04, 1996",http://ufcstats.com/fighter-details/a57cb948c4c70a47
Chris de la Rocha,"6' 3""","80""","May 15, 1979",http://ufcstats.com/fighter-details/e51ee8ded927fc51
Henrique Da Silva Lopes,"6' 3""",--,"Mar 08, 1985",http://ufcstats.com/fighter-details/1f8cd7634e8286ff
Jose Delgado,"5' 11""","74""","Apr 21, 1998",http://ufcstats.com/fighter-details/7d6ceff6747f2de2
Scott Holtzman,"5' 9""","69""","Sep 30, 1983",http://ufcstats.com/fighter-details/df1eb4354d18a906
Jamie Pickett,"6' 2""","80""","Aug 29, 1988",http://ufcstats.com/fighter-details/830f60497fab345a
Yoel Romero,"6' 0""","73""","Apr 30, 1977",http://ufcstats.com/fighter-details/f77c68bb4be8516d
Herdem Alacabek,"6' 2""","75""","Jun 07, 1991",http://ufcstats.com/fighter-details/7578cc6bd750206b
Fabricio Werdum,"6' 4""","77""","Jul 30, 1977",http://ufcstats.com/fighter-details/492b202d2064e7a9
Leandro Issa,"5' 7""","69""","Sep 19, 1983",http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a
John Matua,"6' 2""",--,--,http://ufcstats.com/fighter-details/c933d423ebdbbbdb
Eddie Wineland,"5' 7""","69""","Jun 26, 1984",http://ufcstats.com/fighter-details/fc9a9559a05f2704
Roxanne Modafferi,"5' 7""","69""","Sep 24, 1982",http://ufcstats.com/fighter-details/4498b382c65a7faa
Gabe Lemley,"5' 8""",--,--,http://ufcstats.com/fighter-details/fd4578cac86d75ca
Aljamain Sterling,"5' 7""","71""","Jul 31, 1989",http://ufcstats.com/fighter-details/cb696ebfb6598724
Adrian Serrano,"5' 8""",--,"Dec 23, 1963",http://ufcstats.com/fighter-details/e7ec11096eac0282
Alexandre Dantas,"6' 2""",--,"Mar 01, 1979",http://ufcstats.com/fighter-details/8dc46e9a7895ce1a
Max Mustaki,"6' 0""",--,"Nov 07, 1987",http://ufcstats.com/fighter-details/f4c40f8a64d3151d
Magomed Ankalaev,"6' 3""","75""","Jun 02, 1992",http://ufcstats.com/fighter-details/d802174b0c0c1f4e
Kevin Knabjian,"5' 10""",--,"Jul 05, 1984",http://ufcstats.com/fighter-details/1fac46d466abd5b8
Achmed Labasanov,"6' 3""",--,"Apr 24, 1978",http://ufcstats.com/fighter-details/b3fb8d2293e17a59
TJ Cook,--,--,"Sep 08, 1982",http://ufcstats.com/fighter-details/fa238ecfd048f7d8
Don Madge,"6' 0""","72""","Nov 12, 1990",http://ufcstats.com/fighter-details/68c7ad953455c73f
Justin McCully,"6' 1""","73""","Feb 18, 1976",http://ufcstats.com/fighter-details/75f871836d41f90f
Justine Kish,"5' 5""","64""","Apr 13, 1988",http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec
Guilherme Viana,"6' 4""",--,--,http://ufcstats.com/fighter-details/393b8e03fb410a78
Jeremiah Wells,"5' 9""","74""","Oct 30, 1986",http://ufcstats.com/fighter-details/d66a46de8d705353
Ihor Potieria,"6' 3""","75""","May 29, 1996",http://ufcstats.com/fighter-details/260bd4cef10b033f
Wallid Ismail,"5' 7""",--,"Feb 23, 1968",http://ufcstats.com/fighter-details/da6dfd09cca1d705
Niklas Backstrom,"6' 1""",--,"Aug 22, 1989",http://ufcstats.com/fighter-details/39cc64bf0a269db9
Jose Canseco,"6' 4""",--,"Jul 02, 1964",http://ufcstats.com/fighter-details/03da33a102d9a45f
Kamuela Kirk,"5' 10""","75""","Apr 13, 1994",http://ufcstats.com/fighter-details/c7d7fda69ec410d3
Dave Strasser,"5' 10""",--,"Jul 13, 1969",http://ufcstats.com/fighter-details/980b4e712489098e
Thiago Tavares,"5' 7""","70""","Nov 08, 1984",http://ufcstats.com/fighter-details/8a59d346dc976a10
Rolando Perez,"5' 8""",--,--,http://ufcstats.com/fighter-details/4a9e305633f3ef47
Royce Alger,"5' 10""",--,"Mar 06, 1965",http://ufcstats.com/fighter-details/669a3cb6e394f515
Chad Robichaux,"5' 4""",--,"Aug 18, 1975",http://ufcstats.com/fighter-details/b2aa1e07b5b3306e
Nick Sanzo,"5' 9""",--,"Jan 16, 1963",http://ufcstats.com/fighter-details/1d147d4163a6989b
Hannah Goldy,"5' 4""","61""","May 18, 1992",http://ufcstats.com/fighter-details/26e3f3928b1891d9
Arisa Matsuda,"5' 3""","64""","Dec 15, 1994",http://ufcstats.com/fighter-details/4c33b3d37955aa85
CJ Fernandes,"6' 2""",--,"Nov 13, 1977",http://ufcstats.com/fighter-details/979f7edbb6980b0d
Mike Hayes,"6' 4""",--,"Oct 16, 1980",http://ufcstats.com/fighter-details/0cfbbfa0ba6d9855
Marvin Vettori,"6' 0""","74""","Sep 20, 1993",http://ufcstats.com/fighter-details/7acbb0972e75281a
Mickey Gall,"6' 2""","74""","Jan 22, 1992",http://ufcstats.com/fighter-details/9e50097a89442158
Cam Rowston,"6' 3""","78""","Jan 19, 1995",http://ufcstats.com/fighter-details/8ebc3a8da015d70c
Felipe Arantes,"5' 8""","73""","Feb 09, 1988",http://ufcstats.com/fighter-details/71002dbc1743b9a7
Gerric Hayes,"5' 10""",--,"Oct 29, 1980",http://ufcstats.com/fighter-details/7d6a3546c988cdc0
Timothy Johnson,"6' 3""","77""","Mar 13, 1985",http://ufcstats.com/fighter-details/cc900af167fbedfd
Joey Beltran,"6' 1""","75""","Dec 08, 1981",http://ufcstats.com/fighter-details/46baf0f57edfa4df
John Salgado,"5' 10""",--,--,http://ufcstats.com/fighter-details/3e36811b7bc1f6ad
Marcio Barbosa,"5' 6""","70""","May 22, 1998",http://ufcstats.com/fighter-details/c85bad793cd14e28
Khadis Ibragimov,"6' 3""","78""","May 21, 1995",http://ufcstats.com/fighter-details/c3218c810959d279
Tokitaka Nakanishi,"5' 6""","66""","Jul 28, 1996",http://ufcstats.com/fighter-details/eb9446a4f44e19cf
Joe Duarte,--,--,"Jan 25, 1977",http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
Chuck Grigsby,"6' 6""",--,"Aug 15, 1972",http://ufcstats.com/fighter-details/7fb4234670271505
KB Bhullar,"6' 4""","78""","Oct 12, 1991",http://ufcstats.com/fighter-details/9cd047a828dd7515
Khadzhi Bestaev,"6' 6""","76""","Jul 16, 1988",http://ufcstats.com/fighter-details/e05f4ce199baca91
Jason Knight,"5' 10""","71""","Jul 14, 1992",http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
Loma Lookboonmee,"5' 1""","61""","Jan 18, 1996",http://ufcstats.com/fighter-details/4e30e4250cb08b61
Andy Ogle,"5' 8""","69""","Feb 16, 1989",http://ufcstats.com/fighter-details/b6c4451cb13c9303
Kazuki Tokudome,"5' 11""","73""","Mar 04, 1987",http://ufcstats.com/fighter-details/c4af2feb4b58bc3b
Ian McCall,"5' 5""","64""","May 07, 1984",http://ufcstats.com/fighter-details/701e057d63c124d9
Wes Schultz,"6' 2""","77""","Aug 09, 1996",http://ufcstats.com/fighter-details/b4443fae47e7eb9d
John Phillips,"5' 11""","75""","Jun 09, 1985",http://ufcstats.com/fighter-details/e9ac7bfb65c25497
Jovan Leka,"6' 4""","75""","Mar 15, 2002",http://ufcstats.com/fighter-details/182a73d5b4e57871
Rolando Bedoya,"5' 11""","74""","Jan 13, 1997",http://ufcstats.com/fighter-details/40a456a25d52ee65
Chel Erwin-Davis,"6' 0""",--,--,http://ufcstats.com/fighter-details/c26ea30823f37316
Hector Ramirez,"6' 0""",--,"Mar 28, 1976",http://ufcstats.com/fighter-details/d1759b2b7be9be56
Mike Minniger,--,--,--,http://ufcstats.com/fighter-details/c8aa3541bec4042e
Ramiro Hernandez,"5' 9""",--,"Jul 22, 1986",http://ufcstats.com/fighter-details/915c8d39d4a0e7d1
Dione Barbosa,"5' 6""","66""","May 08, 1992",http://ufcstats.com/fighter-details/27b388f0aab49780
Takafumi Otsuka,"5' 6""",--,"Aug 22, 1986",http://ufcstats.com/fighter-details/6b8f28da9a483049
Nick Penner,"6' 4""",--,"Mar 26, 1980",http://ufcstats.com/fighter-details/879b8df81523d91b
Chris Horodecki,"5' 9""","69""","Sep 24, 1987",http://ufcstats.com/fighter-details/e29cf523ebd155c5
Keith Berish,"6' 0""",--,"Nov 14, 1985",http://ufcstats.com/fighter-details/e3779ef06e98f185
Raphael Pessoa,"6' 3""","78""","Mar 09, 1989",http://ufcstats.com/fighter-details/41f90012b86a11bf
Tommy Speer,"5' 10""","71""","Aug 20, 1984",http://ufcstats.com/fighter-details/1411c630ba711b64
Jose Augusto,"6' 3""",--,"Mar 28, 1992",http://ufcstats.com/fighter-details/4d3b08ab127c7585
Cole Miller,"6' 1""","73""","Apr 26, 1984",http://ufcstats.com/fighter-details/282fa667ff9c51ed
Josias Musasa,"5' 8""","74""","Oct 10, 1998",http://ufcstats.com/fighter-details/723b64c0e9a8f348
Myktybek Orolbai,"5' 10""","74""","Feb 10, 1998",http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1
Nicco Montano,"5' 5""","65""","Dec 16, 1988",http://ufcstats.com/fighter-details/1de9ad94de18eeaf
Mario Miranda,"6' 3""","74""","Jul 12, 1979",http://ufcstats.com/fighter-details/df2bf09c99594848
Lauren Mueller,"5' 5""","67""","Nov 15, 1991",http://ufcstats.com/fighter-details/f923e012414c883e
Robert Drysdale,"6' 3""",--,"Oct 05, 1981",http://ufcstats.com/fighter-details/d2a9be6bf2de624c
Bobby Hoffman,"6' 2""",--,"Oct 28, 1968",http://ufcstats.com/fighter-details/afaad7d6a581e307
Amanda Nunes,"5' 8""","69""","May 30, 1988",http://ufcstats.com/fighter-details/80fa8218c99f9c58
Ikuhisa Minowa,"5' 9""",--,"Jan 12, 1976",http://ufcstats.com/fighter-details/ce6065baef021cf3
Taylor Roberts,"5' 11""",--,--,http://ufcstats.com/fighter-details/c5ec23983dc2d8f4
Mike Santiago,"5' 10""","69""","Jul 28, 1989",http://ufcstats.com/fighter-details/bc656db347f31e19
Ryan Thomas,"6' 0""",--,"Nov 05, 1984",http://ufcstats.com/fighter-details/b732b326c362fb62
Anthony Birchak,"5' 8""","69""","May 16, 1986",http://ufcstats.com/fighter-details/c5a126ace82a6025
Goiti Yamauchi,"5' 10""",--,"Jan 05, 1993",http://ufcstats.com/fighter-details/9e1a7101fefe9746
Jonathan Pearce,"6' 0""","71""","May 01, 1992",http://ufcstats.com/fighter-details/87c0b1c696ddfb43
Karolina Wojcik,"5' 2""",--,"Dec 09, 1994",http://ufcstats.com/fighter-details/b99b3620839ea911
CJ Hamilton,"5' 7""","68""","Oct 07, 1986",http://ufcstats.com/fighter-details/7da5839b223f3728
Cortney Casey,"5' 7""","67""","May 05, 1987",http://ufcstats.com/fighter-details/5f179af5fffeb9f6
Damir Mirenic,"6' 0""",--,"Aug 02, 1974",http://ufcstats.com/fighter-details/992c82450d96f726
Shunichi Shimizu,"5' 5""",--,"Jan 31, 1985",http://ufcstats.com/fighter-details/10657c60ce349e0f
Viacheslav Borshchev,"5' 11""","69""","Jan 08, 1992",http://ufcstats.com/fighter-details/19c591115a58982c
JeongYeong Lee,"5' 10""","73""","Nov 13, 1995",http://ufcstats.com/fighter-details/d008d785f6347dc2
Alex Gilpin,"5' 7""",--,"Mar 26, 1992",http://ufcstats.com/fighter-details/762c69860eef65d8
Gerry Harris,"6' 8""",--,--,http://ufcstats.com/fighter-details/30cd319d39ee689b
Nam Phan,"5' 6""","70""","Mar 13, 1983",http://ufcstats.com/fighter-details/80dbeb1dd5b53e64
Kleydson Rodrigues,"5' 5""","67""","Oct 22, 1995",http://ufcstats.com/fighter-details/102a8fdf8cbf7467
Bruno Santos,"5' 9""",--,"Jul 17, 1987",http://ufcstats.com/fighter-details/da1d8d76404bb6b5
Cameron Smotherman,"5' 9""","69""","Sep 17, 1997",http://ufcstats.com/fighter-details/5c84f673b7bb7c15
DeMarco Villalona,"5' 9""",--,--,http://ufcstats.com/fighter-details/0275e33febc2818c
Oron Kahlon,"5' 8""","70""","Nov 04, 1984",http://ufcstats.com/fighter-details/00a35c92b03992b0
Josh LaBerge,"5' 10""",--,--,http://ufcstats.com/fighter-details/5108b169b5fe1f86
Marvin Eastman,"5' 9""","73""","Jun 08, 1971",http://ufcstats.com/fighter-details/05866d8c3a321856
Frank Hamaker,--,--,--,http://ufcstats.com/fighter-details/c3c23c99477c041b
Rani Yahya,"5' 6""","67""","Sep 12, 1984",http://ufcstats.com/fighter-details/94527830000ab715
Tim Elliott,"5' 7""","66""","Dec 24, 1986",http://ufcstats.com/fighter-details/c96d9178c9ed9e62
Yazmin Jauregui,"5' 3""","64""","Feb 28, 1999",http://ufcstats.com/fighter-details/40cb680ae1cd331f
Michal Martinek,"6' 2""",--,"Apr 19, 1990",http://ufcstats.com/fighter-details/9acf42aebe9bb895
Ricardo Romero,"6' 0""","76""","Apr 15, 1978",http://ufcstats.com/fighter-details/744e098e065cfdbe
Slim Trabelsi,"6' 3""",--,"May 09, 1993",http://ufcstats.com/fighter-details/ff2ec83f44000f78
Sasha Palatnikov,"6' 1""","72""","Mar 15, 1989",http://ufcstats.com/fighter-details/a6c20202c701e5ca
Ryan McGillivray,"5' 11""",--,"Sep 27, 1986",http://ufcstats.com/fighter-details/1f9c371c93dfd3a9
Antonio Braga Neto,"6' 3""","77""","Oct 29, 1987",http://ufcstats.com/fighter-details/fae67903c4fe636b
Drakkar Klose,"5' 9""","70""","Mar 09, 1988",http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Maximo Blanco,"5' 8""","71""","Oct 16, 1983",http://ufcstats.com/fighter-details/4a1329cc8eb0928a
Melinda Fabian,"5' 6""","66""","Jun 25, 1987",http://ufcstats.com/fighter-details/8c020156779f7888
Frederick Brown,"6' 0""",--,--,http://ufcstats.com/fighter-details/880c6b788266a3ef
Todd Lally,"5' 7""",--,--,http://ufcstats.com/fighter-details/7d06092326c52528
Danny Barlow,"6' 2""","79""","Aug 02, 1995",http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Nick Denis,"5' 7""",--,"Oct 11, 1983",http://ufcstats.com/fighter-details/e4aaaa34535e32b6
Lucie Pudilova,"5' 8""","67""","Jun 13, 1994",http://ufcstats.com/fighter-details/3cf66c62d9069f43
Paul Ruiz,"5' 6""",--,"Jun 23, 1987",http://ufcstats.com/fighter-details/babc0b19e89cec6e
Trent Miller,"5' 9""","72""","Oct 31, 1995",http://ufcstats.com/fighter-details/2b6a37a97541a4fd
Russell Patrick,"5' 9""",--,"Sep 30, 1984",http://ufcstats.com/fighter-details/eafedba0617ced81
Guangyou Ning,"5' 4""","64""","Dec 15, 1981",http://ufcstats.com/fighter-details/2c1170b825f58e57
Kali Robbins,"5' 3""","63""","Jul 05, 1984",http://ufcstats.com/fighter-details/610caee730f9b89e
Sean Santella,"5' 5""",--,"Oct 25, 1984",http://ufcstats.com/fighter-details/39792c2f42c9f527
Hermes Franca,"5' 6""","71""","Aug 26, 1974",http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e
Rafael Silva,"5' 7""",--,"Mar 20, 1985",http://ufcstats.com/fighter-details/a31358d90d4bb40a
Islam Dulatov,"6' 3""","75""","Aug 02, 1998",http://ufcstats.com/fighter-details/e803242fb2e41112
Brady Fink,"6' 0""",--,"May 23, 1981",http://ufcstats.com/fighter-details/997b4f52f76a0b53
Aurelijus Kerpe,--,--,--,http://ufcstats.com/fighter-details/c1e4ae143cce7398
Abel Trujillo,"5' 8""","70""","Sep 18, 1983",http://ufcstats.com/fighter-details/e14b5aa06eea9653
Joe Veres,"5' 7""",--,"Nov 09, 1977",http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5
Chad Leonhardt,"6' 0""",--,"Feb 19, 1980",http://ufcstats.com/fighter-details/657d0ed181f04215
