name,record,height,weight,reach,stance,dob,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,url
Michael Johnson,25-19-0,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",:4.28,:39%,:3.79,:58%,:0.58,:38%,:81%,:0.0,http://ufcstats.com/fighter-details/511e82663651438d
Lissette Neri,6-4-0,"5' 2""",145 lbs.,--,,"Aug 05, 1987",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/f4db63258ecf0613
Marcelo Golm,6-3-0,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",:4.27,:58%,:4.30,:45%,:0.45,:50%,:87%,:0.5,http://ufcstats.com/fighter-details/ac29d508d78384c9
Bruno Silva,14-7-2 (1 NC),"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990",:3.83,:49%,:4.81,:50%,:1.79,:23%,:60%,:0.2,http://ufcstats.com/fighter-details/294aa73dbf37d281
Rafael  Del Real,6-20-0,"5' 11""",225 lbs.,--,,--,:5.58,:40%,:0.00,:0%,:20.93,:100%,:100%,:0.0,http://ufcstats.com/fighter-details/e82b2adcaeff71ec
Bruno Assis,8-4-0,"6' 2""",185 lbs.,--,Orthodox,"May 23, 1992",:1.27,:43%,:3.20,:36%,:2.00,:50%,:66%,:1.0,http://ufcstats.com/fighter-details/ff222167cce02919
Allen Frye Jr.,6-0-0,--,265 lbs.,--,,"Apr 15, 1998",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/73a78713bd899f4c
Leslie Hernandez,4-2-0,"5' 3""",115 lbs.,"64""",Orthodox,"Dec 29, 1997",:3.60,:58%,:2.53,:55%,:0.00,:0%,:54%,:0.0,http://ufcstats.com/fighter-details/fc8610cc15674ae2
Jackie Lee,0-1-0,--,--,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/4985113c0928aa62
Gian Siqueira,19-5-0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1994",:0.80,:100%,:3.41,:19%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/a46fdda658fee832
Tina Lahdemaki,5-1-0,"5' 2""",115 lbs.,--,Orthodox,"May 28, 1988",:1.93,:20%,:4.67,:57%,:0.00,:0%,:16%,:0.0,http://ufcstats.com/fighter-details/e5ca2bc2451a5956
Kleydson Rodrigues,8-4-0,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 22, 1995",:4.58,:57%,:2.29,:53%,:0.60,:22%,:53%,:0.6,http://ufcstats.com/fighter-details/102a8fdf8cbf7467
HanSeul Kim,13-6-0,"6' 1""",170 lbs.,"73""",Southpaw,"Jun 19, 1990",:5.79,:42%,:5.68,:52%,:0.00,:0%,:50%,:1.7,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7
Mick Parkin,10-1-0,"6' 4""",265 lbs.,"79""",Orthodox,"Oct 02, 1995",:4.70,:50%,:4.13,:58%,:1.38,:46%,:50%,:0.2,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71
Landon Quinones,7-3-1,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 21, 1995",:6.77,:40%,:7.70,:55%,:0.50,:33%,:100%,:0.0,http://ufcstats.com/fighter-details/267f4a6568abe245
Wuziazibieke Jiahefu,29-12-1,"5' 9""",145 lbs.,"70""",Orthodox,"Apr 09, 1990",:0.41,:50%,:2.84,:41%,:6.08,:50%,:0%,:0.0,http://ufcstats.com/fighter-details/2d077e22886298be
OJ Dominguez,0-1-0,--,--,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/1a50e734bb54861a
Carls John De Tomas,6-2-0,"5' 5""",125 lbs.,"71""",Southpaw,"Aug 28, 1996",:1.74,:37%,:3.93,:44%,:1.37,:33%,:66%,:0.0,http://ufcstats.com/fighter-details/2a4200ead401a9ce
Ryan Parker,0-1-0,"6' 3""",235 lbs.,--,Southpaw,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/6a0b80a24f22e152
Kaushik Saikumar,5-1-0,"5' 10""",135 lbs.,"71""",Orthodox,"Dec 11, 1997",:0.81,:28%,:5.35,:41%,:0.00,:0%,:33%,:1.2,http://ufcstats.com/fighter-details/6a6c4709ebc5499a
Joe Pearson,45-30-1,"5' 10""",145 lbs.,--,Orthodox,"Mar 28, 1978",:0.59,:18%,:3.51,:33%,:0.00,:0%,:0%,:4.4,http://ufcstats.com/fighter-details/122806b56775a53a
Mike Bourke,10-16-1 (1 NC),"6' 0""",275 lbs.,--,Orthodox,"Nov 25, 1968",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/dfdd0c5dd0d4bc23
Chris Wilson,18-10-0 (1 NC),"6' 1""",170 lbs.,"75""",Orthodox,"Jun 07, 1977",:2.32,:50%,:1.36,:55%,:1.31,:50%,:60%,:1.6,http://ufcstats.com/fighter-details/a56607a451e4c70d
Ivana Petrovic,7-3-0,"5' 8""",125 lbs.,"70""",Southpaw,"Jun 11, 1994",:1.91,:41%,:2.05,:56%,:2.12,:38%,:61%,:0.8,http://ufcstats.com/fighter-details/38c5817ade8a8014
Waylon Lowe,16-7-0 (2 NC),"5' 7""",145 lbs.,--,Southpaw,"Oct 31, 1980",:1.88,:55%,:2.40,:53%,:4.47,:55%,:83%,:0.3,http://ufcstats.com/fighter-details/28f62d866c59c709
Alex Caceres,21-15-0 (1 NC),"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",:4.21,:49%,:3.09,:62%,:0.54,:68%,:64%,:0.7,http://ufcstats.com/fighter-details/7aa3d6964eff4877
Andre Amado,6-4-1,"6' 0""",154 lbs.,--,Orthodox,"Oct 09, 1983",:2.27,:24%,:5.91,:63%,:0.00,:0%,:20%,:0.0,http://ufcstats.com/fighter-details/20821819c401ced8
Abdul-Kerim Edilov,17-4-0,"6' 2""",205 lbs.,--,Orthodox,"Nov 25, 1991",:10.22,:61%,:0.13,:92%,:3.98,:100%,:0%,:2.0,http://ufcstats.com/fighter-details/37e03538c960bac6
Adam Fugitt,10-5-0,"6' 1""",170 lbs.,"77""",Southpaw,"Jan 12, 1989",:4.59,:46%,:4.54,:51%,:1.83,:25%,:50%,:0.0,http://ufcstats.com/fighter-details/a01a62132460a98d
AJ Matthews,8-7-0,"5' 11""",185 lbs.,--,,"Jan 23, 1988",:5.11,:52%,:4.96,:51%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/18e4f61f16f458c6
Harry Hunsucker,7-6-0,"6' 2""",205 lbs.,"75""",Orthodox,"Jan 03, 1989",:3.54,:52%,:6.53,:42%,:0.00,:0%,:0%,:2.0,http://ufcstats.com/fighter-details/f703250471acaf96
Tomomi Iwama,9-6-2,"5' 3""",155 lbs.,--,Orthodox,"Feb 07, 1977",:1.00,:20%,:3.00,:70%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/ac5f67109accb482
Ty Miller,6-0-0 (1 NC),"6' 2""",170 lbs.,"77""",Orthodox,"Jun 04, 2000",:5.60,:34%,:3.80,:70%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/0859524157a19045
Nora Cornolle,9-3-0,"5' 7""",135 lbs.,"67""",Orthodox,"Dec 06, 1989",:2.75,:54%,:1.98,:58%,:0.25,:11%,:47%,:0.2,http://ufcstats.com/fighter-details/f2b3f4ef3f780168
Luiz Cane,17-7-0 (1 NC),"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",:4.79,:41%,:5.00,:60%,:0.56,:28%,:100%,:0.3,http://ufcstats.com/fighter-details/24b033b3daf1c9df
Jin Oh Kim,0-4-0,"5' 9""",205 lbs.,--,Orthodox,"Dec 12, 1979",:5.06,:25%,:8.43,:50%,:0.00,:0%,:66%,:0.0,http://ufcstats.com/fighter-details/8d04923f2db59b7f
Lisa Kyriacou,7-2-0,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 17, 1993",:4.67,:41%,:4.40,:47%,:0.00,:0%,:33%,:0.0,http://ufcstats.com/fighter-details/edbc609a3b0d2aba
Nobuhiko Takada,2-6-2,"6' 0""",220 lbs.,--,Southpaw,"Apr 12, 1962",:0.31,:24%,:1.92,:39%,:1.15,:20%,:0%,:0.0,http://ufcstats.com/fighter-details/a25b71fe5e31fa97
Max Gimenis,6-1-0,--,265 lbs.,--,,"Apr 14, 1983",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/6a311920edd73c85
Evan Elder,10-2-0,"5' 10""",155 lbs.,"72""",Switch,"Apr 11, 1997",:5.66,:50%,:4.94,:57%,:0.48,:15%,:40%,:0.5,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
Eduardo Torres Caut,16-2-0,"5' 7""",135 lbs.,"70""",Orthodox,"Apr 26, 1995",:1.10,:34%,:1.24,:65%,:2.06,:33%,:50%,:0.0,http://ufcstats.com/fighter-details/c8d46028907bcece
Vince Cachero,7-4-0,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 07, 1989",:3.29,:45%,:6.51,:43%,:0.00,:0%,:18%,:0.5,http://ufcstats.com/fighter-details/ed2a8cc402173781
Justin Lawrence,10-4-0,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",:3.84,:35%,:2.83,:67%,:0.72,:28%,:73%,:0.0,http://ufcstats.com/fighter-details/879f6cae48d25baa
Ketlen Souza,15-6-0,"5' 3""",115 lbs.,"63""",Orthodox,"Aug 18, 1994",:4.56,:57%,:4.40,:53%,:0.30,:14%,:50%,:0.3,http://ufcstats.com/fighter-details/8bd4200561c77a62
Eddie Yagin,16-7-1,"5' 7""",145 lbs.,--,Orthodox,"Mar 23, 1979",:3.13,:30%,:5.77,:42%,:0.00,:0%,:62%,:1.0,http://ufcstats.com/fighter-details/cc84b68f862b466f
Albert Morales,7-4-1,"5' 9""",135 lbs.,"72""",Orthodox,"May 25, 1991",:3.81,:35%,:3.96,:56%,:0.91,:35%,:70%,:0.2,http://ufcstats.com/fighter-details/544d7460b3e44393
Nick Pica,5-1-0,"5' 10""",185 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/7922e8269adcc25a
Sarah Alpar,9-6-0,"5' 4""",135 lbs.,"63""",Southpaw,"Jun 01, 1991",:2.36,:44%,:6.06,:38%,:1.61,:26%,:20%,:0.4,http://ufcstats.com/fighter-details/49b130de1da2e1bf
Misha Cirkunov,15-9-0,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",:3.86,:51%,:3.06,:57%,:4.15,:39%,:76%,:1.7,http://ufcstats.com/fighter-details/67f272324a030d00
Ryan Larson,6-2-0,--,170 lbs.,--,,"Dec 30, 1980",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/7107e53ebd7435fb
Cesar Marscucci,3-2-0,--,--,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/e8efeb9cf33b1941
John Richard,3-5-1,--,205 lbs.,--,,"May 22, 1982",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/b3e5a460b6851080
John Gunderson,35-16-2,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979",:1.04,:27%,:1.71,:58%,:1.67,:33%,:11%,:2.0,http://ufcstats.com/fighter-details/a0c139b34f11421a
Ian Machado Garry,16-1-0,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997",:4.77,:54%,:2.77,:51%,:1.02,:33%,:73%,:0.4,http://ufcstats.com/fighter-details/442c9011034ae1fd
John Donaldson,2-2-0,"5' 8""",145 lbs.,--,,"Jul 09, 1992",:1.21,:23%,:4.22,:51%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/1c610f900f9884ab
Andre Roberts,14-2-1,"6' 2""",345 lbs.,--,Orthodox,"Feb 24, 1965",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/a54a35a670d8e852
Steve Kozola,8-0-0,--,155 lbs.,--,,--,:3.90,:39%,:4.36,:50%,:2.34,:100%,:100%,:0.0,http://ufcstats.com/fighter-details/fc36e2352dccf2a4
Marcos Rogerio de Lima,22-10-1,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",:3.70,:57%,:2.90,:51%,:1.40,:45%,:59%,:0.5,http://ufcstats.com/fighter-details/ab943cd2c3c17825
Maria Silva,8-1-0,"5' 3""",115 lbs.,"64""",Orthodox,"Dec 19, 1995",:3.00,:57%,:1.13,:62%,:2.00,:100%,:55%,:0.5,http://ufcstats.com/fighter-details/4408865b4e65e374
Ricky Palacios,10-1-0,"5' 6""",145 lbs.,--,Orthodox,"Jul 05, 1987",:7.73,:53%,:3.27,:59%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/797ddccda75f169f
Alex Gilpin,11-1-0,"5' 7""",145 lbs.,--,Orthodox,"Mar 26, 1992",:6.80,:54%,:12.29,:42%,:2.17,:25%,:0%,:2.2,http://ufcstats.com/fighter-details/762c69860eef65d8
Mirsad Bektic,13-4-0,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",:2.43,:41%,:1.80,:57%,:3.98,:52%,:92%,:0.4,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Brad Pickett,25-14-0,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 24, 1978",:3.02,:31%,:4.63,:55%,:2.47,:44%,:58%,:0.4,http://ufcstats.com/fighter-details/c945adc22c2bfe8f
Josh Emmett,19-6-0,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",:3.72,:35%,:4.43,:60%,:1.08,:37%,:43%,:0.1,http://ufcstats.com/fighter-details/fba03cd6cc28dc41
Hong Man Choi,4-5-0,"7' 2""",330 lbs.,--,Orthodox,"Oct 30, 1980",:1.32,:26%,:1.46,:36%,:0.71,:100%,:84%,:0.0,http://ufcstats.com/fighter-details/2c104b7e59a72629
Jaqueline Amorim,10-1-0,"5' 3""",115 lbs.,"68""",Orthodox,"Jun 24, 1995",:2.68,:53%,:1.43,:64%,:2.22,:37%,:0%,:4.8,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08
Wes Shivers,7-1-0,"6' 8""",--,--,,"Mar 08, 1977",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/ad863b0d57952c57
Alex Andrade,10-5-0,"5' 11""",200 lbs.,--,Orthodox,"May 14, 1974",:0.20,:36%,:2.60,:53%,:0.00,:0%,:25%,:0.8,http://ufcstats.com/fighter-details/1562b12763cc8d67
Brock Jardine,12-6-0,"5' 11""",170 lbs.,--,Orthodox,"Jul 10, 1985",:1.06,:30%,:3.34,:56%,:0.00,:0%,:14%,:0.8,http://ufcstats.com/fighter-details/64959f90b6dd9759
Kaan Ofli,12-4-1,"5' 7""",145 lbs.,"66""",Orthodox,"Jun 19, 1993",:2.00,:45%,:2.93,:60%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/7facc9c45d792985
Alejandro Perez,23-9-1,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 02, 1989",:3.45,:35%,:3.18,:61%,:0.54,:22%,:70%,:0.3,http://ufcstats.com/fighter-details/80daefbed11ce998
Tokimitsu Ishizawa,1-5-1,"6' 0""",185 lbs.,--,Orthodox,"Aug 05, 1968",:1.34,:30%,:2.99,:59%,:2.74,:18%,:0%,:0.0,http://ufcstats.com/fighter-details/f3155a94ca420126
Rafael Fiziev,13-4-0,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",:4.77,:52%,:4.77,:50%,:0.89,:72%,:90%,:0.0,http://ufcstats.com/fighter-details/c814b4c899793af6
Aaron Riley,30-14-1,"5' 8""",155 lbs.,"69""",Southpaw,"Dec 09, 1980",:3.45,:34%,:3.78,:61%,:1.18,:34%,:60%,:0.1,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b
Rodrigo Damm,13-9-0,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980",:3.50,:36%,:5.61,:57%,:0.44,:16%,:80%,:0.3,http://ufcstats.com/fighter-details/a20d7dfaba74c067
Joe Martin,6-8-0,"5' 9""",170 lbs.,--,,--,:0.73,:40%,:2.40,:45%,:0.00,:0%,:16%,:0.0,http://ufcstats.com/fighter-details/325550dab63fb25a
Serhiy Sidey,12-2-0,"5' 11""",135 lbs.,"72""",Switch,"Jul 04, 1996",:4.49,:39%,:4.26,:54%,:1.58,:25%,:20%,:1.3,http://ufcstats.com/fighter-details/1a2bf44edb8055b6
Sofia Montenegro,6-2-0,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 18, 1999",:4.27,:40%,:5.67,:48%,:1.00,:25%,:100%,:0.0,http://ufcstats.com/fighter-details/8b1b051038354655
Benji Radach,21-7-0 (1 NC),"5' 10""",185 lbs.,--,Orthodox,"Apr 05, 1979",:2.62,:49%,:2.31,:51%,:1.06,:41%,:71%,:0.4,http://ufcstats.com/fighter-details/01b39decaf0abf6a
Kaleo Kwan,11-16-0,"5' 7""",155 lbs.,--,,"Aug 01, 1970",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/2545c7f47a65bca3
Zach Light,9-11-0,"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974",:0.81,:33%,:1.90,:48%,:1.36,:100%,:0%,:0.0,http://ufcstats.com/fighter-details/5d7c18191b8aa432
Rolando Bedoya,14-5-0,"5' 11""",155 lbs.,"74""",Orthodox,"Jan 13, 1997",:6.23,:47%,:5.50,:52%,:0.00,:0%,:75%,:0.2,http://ufcstats.com/fighter-details/40a456a25d52ee65
Koyomi Matsushima,13-6-0,"5' 7""",145 lbs.,"66""",Orthodox,"Oct 08, 1992",:2.70,:47%,:2.83,:59%,:9.00,:52%,:33%,:0.0,http://ufcstats.com/fighter-details/5ad226da6c74a48e
Greg Nagy,1-3-0,"6' 1""",210 lbs.,--,Orthodox,"Oct 18, 1983",:0.41,:50%,:2.69,:37%,:0.00,:0%,:0%,:1.2,http://ufcstats.com/fighter-details/342422bb6ced1e8d
Emily Kagan,3-3-0,"5' 3""",115 lbs.,--,,"Jul 14, 1981",:2.60,:36%,:5.29,:38%,:1.86,:14%,:50%,:0.0,http://ufcstats.com/fighter-details/c1ea9d56cd953586
David Levicki,1-3-0,"6' 5""",275 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/49590e0508b2c19f
Sergio Gomez,10-3-0,"5' 6""",155 lbs.,--,Orthodox,"Apr 29, 1982",:1.50,:42%,:1.16,:56%,:2.57,:66%,:31%,:0.0,http://ufcstats.com/fighter-details/af1e5c64b8663aa0
Clay Collard,14-7-0 (1 NC),"5' 11""",145 lbs.,"73""",Orthodox,"Mar 10, 1993",:4.22,:32%,:5.00,:50%,:2.81,:39%,:71%,:0.5,http://ufcstats.com/fighter-details/cc900c6a71ed23f3
Mehdi Baghdad,11-5-0,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985",:3.13,:30%,:4.56,:46%,:0.00,:0%,:33%,:0.0,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
Gilbert Melendez,22-8-0,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",:3.44,:33%,:2.53,:63%,:1.64,:41%,:71%,:0.2,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1
Solomon Hutcherson,11-7-0 (1 NC),"5' 11""",185 lbs.,--,Southpaw,"Aug 31, 1972",:2.59,:39%,:2.59,:64%,:3.53,:100%,:0%,:0.0,http://ufcstats.com/fighter-details/155bfc7ed36622df
Dennis Siver,23-11-0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",:3.87,:32%,:2.67,:65%,:0.87,:32%,:65%,:0.3,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
Jesse Murray,8-4-0,"6' 3""",205 lbs.,"78""",Orthodox,"Jan 26, 1993",:2.38,:28%,:7.72,:43%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/d0147e906106cd2e
Erik Silva,9-3-0,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 16, 1987",:2.07,:70%,:1.57,:40%,:3.76,:80%,:62%,:0.0,http://ufcstats.com/fighter-details/21b813b919776d90
Reynaldo Trujillo,21-19-0,"5' 9""",155 lbs.,--,,"Jan 01, 1982",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/e6b233a007cb06c4
Tsuyoshi Kurihara,10-8-2,"5' 10""",185 lbs.,--,Orthodox,"Jul 13, 1973",:0.00,:0%,:12.00,:50%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/032b65d5fff611b2
Anton Zafir,7-3-0,"5' 11""",170 lbs.,--,Orthodox,"May 10, 1987",:2.99,:64%,:2.31,:52%,:6.11,:60%,:0%,:0.0,http://ufcstats.com/fighter-details/8c822811eedc11ad
Justin Bruckmann,7-3-0,"5' 9""",170 lbs.,--,Orthodox,"Jul 23, 1974",:0.59,:66%,:5.91,:16%,:0.00,:0%,:33%,:0.0,http://ufcstats.com/fighter-details/5f8e00c27b7e7410
Adrian Serrano,56-29-4,"5' 8""",170 lbs.,--,,"Dec 23, 1963",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/e7ec11096eac0282
Marco Beltran,8-6-0,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",:2.07,:37%,:1.93,:63%,:0.70,:50%,:46%,:0.2,http://ufcstats.com/fighter-details/ec71a892fada28c7
Casey Huffman,3-1-0,"6' 3""",185 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/737d93a42b8c2e94
Rodolfo Vieira,11-3-0,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",:3.77,:55%,:4.12,:51%,:3.09,:23%,:100%,:1.0,http://ufcstats.com/fighter-details/260e9e0d4954aea6
TJ Laramie,12-5-0,"5' 6""",145 lbs.,"66""",Orthodox,"Oct 15, 1997",:1.49,:50%,:2.64,:38%,:1.44,:33%,:40%,:0.0,http://ufcstats.com/fighter-details/cd2e5a390821fb48
Matt Horning,20-25-0 (1 NC),"5' 4""",125 lbs.,--,,"Aug 18, 1976",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/21632ba272c0785a
Jose Torres,8-1-0,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992",:4.37,:36%,:9.84,:50%,:1.28,:33%,:75%,:0.0,http://ufcstats.com/fighter-details/d2036f31c035e0d1
Mark Hall,5-6-0,"6' 0""",190 lbs.,--,Orthodox,"Jan 26, 1961",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/18524b46c570730b
Leonard Garcia,18-13-1,"5' 10""",145 lbs.,"68""",Orthodox,"Jul 14, 1979",:2.77,:24%,:4.79,:52%,:0.30,:26%,:42%,:0.5,http://ufcstats.com/fighter-details/917e53fa0adea0d3
Michael Mangan,0-3-0,--,155 lbs.,--,,--,:1.94,:33%,:4.52,:46%,:19.35,:50%,:100%,:0.0,http://ufcstats.com/fighter-details/9297ce6eee046f7a
Mike Brown,26-9-0,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975",:2.98,:44%,:2.45,:60%,:3.23,:40%,:66%,:0.6,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Ramona Pascual,6-5-0,"5' 7""",135 lbs.,"66""",Southpaw,"Sep 23, 1988",:3.87,:57%,:8.43,:46%,:1.81,:19%,:100%,:0.0,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906
Wang Cong,8-1-0,"5' 6""",125 lbs.,"66""",Southpaw,"May 15, 1992",:7.48,:57%,:2.68,:63%,:1.05,:75%,:100%,:0.7,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a
Walel Watson,14-10-0,"5' 11""",135 lbs.,"75""",Orthodox,"Jul 16, 1984",:2.10,:29%,:3.79,:43%,:0.00,:0%,:61%,:1.4,http://ufcstats.com/fighter-details/92aafa8f4b26269b
Marcio Navarro,14-14-0,"6' 0""",155 lbs.,--,,"Sep 17, 1978",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/52f7d300738961ac
Adam Steele,0-1-0,--,170 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/16044bd8762cf794
Vadym Kutsyi,17-2-0,"6' 0""",170 lbs.,"71""",Orthodox,"Jul 18, 1991",:5.53,:48%,:4.94,:55%,:3.53,:40%,:0%,:0.0,http://ufcstats.com/fighter-details/aeb2bcd4371f40d5
Chris Manuel,9-7-2,"5' 9""",135 lbs.,--,Orthodox,"Jul 21, 1987",:2.53,:40%,:2.67,:66%,:1.00,:20%,:100%,:0.0,http://ufcstats.com/fighter-details/a23e63184c65f5b8
Randy Brown,20-6-0,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990",:4.47,:47%,:3.26,:54%,:0.79,:39%,:73%,:0.6,http://ufcstats.com/fighter-details/c6aee362c7a7d482
James McSweeney,15-15-0,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980",:3.94,:55%,:4.33,:42%,:0.52,:33%,:100%,:1.1,http://ufcstats.com/fighter-details/cac08b8685387ca5
Jesse Gillespie,3-2-0,--,185 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/160b931119c1bf91
Rodney Faverus,25-20-3 (1 NC),"6' 0""",215 lbs.,--,Southpaw,"Jan 03, 1975",:2.30,:53%,:1.60,:54%,:4.50,:100%,:25%,:0.0,http://ufcstats.com/fighter-details/5af26b3201690d29
Li Yunfeng,9-5-0,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 08, 1999",:0.53,:29%,:2.55,:35%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/4c7afd56ef1947ac
Aleksandar Rakic,14-5-0,"6' 4""",205 lbs.,"78""",Orthodox,"Feb 06, 1992",:4.16,:50%,:2.91,:51%,:0.66,:23%,:85%,:0.1,http://ufcstats.com/fighter-details/333b9e5c723ac873
Yuki Sasaki,25-22-2,"6' 2""",185 lbs.,--,Orthodox,"Sep 12, 1976",:1.09,:43%,:1.20,:57%,:0.43,:100%,:66%,:0.0,http://ufcstats.com/fighter-details/e5c38954c006f15c
Tim Caron,7-1-0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,"Jul 24, 1987",:0.59,:50%,:6.90,:12%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/b80ea4880f25c187
Bill Cooper,2-1-0,--,155 lbs.,--,,"May 05, 1984",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/78bd6940d093fd33
Tristan Connelly,14-8-0,"5' 10""",145 lbs.,"68""",Orthodox,"Dec 12, 1985",:3.31,:51%,:2.96,:50%,:0.33,:14%,:60%,:0.3,http://ufcstats.com/fighter-details/2ebfbe72ed703925
